"Recip_County","FIPS","year","total_vacc"
"Venango County","42121",2020,0
"Venango County","42121",2021,22090
"Venango County","42121",2022,24390
"Ventura County","06111",2020,0
"Ventura County","06111",2021,571835
"Ventura County","06111",2022,627317
"Vermilion County","17183",2020,0
"Vermilion County","17183",2021,32997
"Vermilion County","17183",2022,35594
"Vermilion Parish","22113",2020,0
"Vermilion Parish","22113",2021,21599
"Vermilion Parish","22113",2022,23373
"Vermillion County","18165",2020,0
"Vermillion County","18165",2021,6962
"Vermillion County","18165",2022,7596
"Vernon County","29217",2020,0
"Vernon County","29217",2021,6935
"Vernon County","29217",2022,7499
"Vernon County","55123",2020,0
"Vernon County","55123",2021,16443
"Vernon County","55123",2022,17451
"Vernon Parish","22115",2020,0
"Vernon Parish","22115",2021,23953
"Vernon Parish","22115",2022,28532
"Victoria County","48469",2020,0
"Victoria County","48469",2021,42941
"Victoria County","48469",2022,45559
"Vieques Municipio","72147",2020,0
"Vieques Municipio","72147",2021,6379
"Vieques Municipio","72147",2022,7453
"Vigo County","18167",2020,0
"Vigo County","18167",2021,51381
"Vigo County","18167",2022,55835
"Vilas County","55125",2020,0
"Vilas County","55125",2021,14133
"Vilas County","55125",2022,15300
"Villalba Municipio","72149",2020,0
"Villalba Municipio","72149",2021,18508
"Villalba Municipio","72149",2022,19743
"Vinton County","39163",2020,0
"Vinton County","39163",2021,4970
"Vinton County","39163",2022,5246
"Virginia Beach city","51810",2020,0
"Virginia Beach city","51810",2021,250918
"Virginia Beach city","51810",2022,290155
"Volusia County","12127",2020,34
"Volusia County","12127",2021,317442
"Volusia County","12127",2022,339235
"Wabash County","17185",2020,0
"Wabash County","17185",2021,5258
"Wabash County","17185",2022,5857
"Wabash County","18169",2020,0
"Wabash County","18169",2021,12323
"Wabash County","18169",2022,13345
"Wabasha County","27157",2020,0
"Wabasha County","27157",2021,15267
"Wabasha County","27157",2022,16751
"Wabaunsee County","20197",2020,0
"Wabaunsee County","20197",2021,3160
"Wabaunsee County","20197",2022,3430
"Wadena County","27159",2020,0
"Wadena County","27159",2021,6544
"Wadena County","27159",2022,6987
"Wagoner County","40145",2020,0
"Wagoner County","40145",2021,36579
"Wagoner County","40145",2022,40170
"Wahkiakum County","53069",2020,0
"Wahkiakum County","53069",2021,2145
"Wahkiakum County","53069",2022,2279
"Wake County","37183",2020,0
"Wake County","37183",2021,770838
"Wake County","37183",2022,917405
"Wakulla County","12129",2020,0
"Wakulla County","12129",2021,14612
"Wakulla County","12129",2022,15515
"Waldo County","23027",2020,0
"Waldo County","23027",2021,27158
"Waldo County","23027",2022,29537
"Walker County","01127",2020,0
"Walker County","01127",2021,28729
"Walker County","01127",2022,30966
"Walker County","13295",2020,0
"Walker County","13295",2021,18527
"Walker County","13295",2022,30211
"Walker County","48471",2020,0
"Walker County","48471",2021,33497
"Walker County","48471",2022,35697
"Walla Walla County","53071",2020,0
"Walla Walla County","53071",2021,37168
"Walla Walla County","53071",2022,39992
"Wallace County","20199",2020,0
"Wallace County","20199",2021,555
"Wallace County","20199",2022,589
"Waller County","48473",2020,0
"Waller County","48473",2021,21888
"Waller County","48473",2022,23258
"Wallowa County","41063",2020,0
"Wallowa County","41063",2021,4138
"Wallowa County","41063",2022,4421
"Walsh County","38099",2020,0
"Walsh County","38099",2021,5993
"Walsh County","38099",2022,6442
"Walthall County","28147",2020,0
"Walthall County","28147",2021,5603
"Walthall County","28147",2022,6088
"Walton County","12131",2020,0
"Walton County","12131",2021,34366
"Walton County","12131",2022,37767
"Walton County","13297",2020,0
"Walton County","13297",2021,24058
"Walton County","13297",2022,40418
"Walworth County","46129",2020,0
"Walworth County","46129",2021,2446
"Walworth County","46129",2022,2839
"Walworth County","55127",2020,0
"Walworth County","55127",2021,53375
"Walworth County","55127",2022,58734
"Wapello County","19179",2020,0
"Wapello County","19179",2021,16683
"Wapello County","19179",2022,18190
"Ward County","38101",2020,0
"Ward County","38101",2021,31184
"Ward County","38101",2022,36017
"Ward County","48475",2020,0
"Ward County","48475",2021,4200
"Ward County","48475",2022,4309
"Ware County","13299",2020,0
"Ware County","13299",2021,9152
"Ware County","13299",2022,14167
"Warren County","13301",2020,0
"Warren County","13301",2021,1072
"Warren County","13301",2022,2602
"Warren County","17187",2020,0
"Warren County","17187",2021,7926
"Warren County","17187",2022,8553
"Warren County","18171",2020,0
"Warren County","18171",2021,3611
"Warren County","18171",2022,3960
"Warren County","19181",2020,0
"Warren County","19181",2021,29728
"Warren County","19181",2022,31726
"Warren County","21227",2020,0
"Warren County","21227",2021,48828
"Warren County","21227",2022,53403
"Warren County","28149",2020,0
"Warren County","28149",2021,24873
"Warren County","28149",2022,26978
"Warren County","29219",2020,0
"Warren County","29219",2021,14329
"Warren County","29219",2022,15363
"Warren County","34041",2020,0
"Warren County","34041",2021,68115
"Warren County","34041",2022,74976
"Warren County","36113",2020,0
"Warren County","36113",2021,47737
"Warren County","36113",2022,51139
"Warren County","37185",2020,0
"Warren County","37185",2021,10425
"Warren County","37185",2022,11839
"Warren County","39165",2020,0
"Warren County","39165",2021,144010
"Warren County","39165",2022,157114
"Warren County","42123",2020,0
"Warren County","42123",2021,18439
"Warren County","42123",2022,20356
"Warren County","47177",2020,0
"Warren County","47177",2021,16347
"Warren County","47177",2022,17547
"Warren County","51187",2020,0
"Warren County","51187",2021,14549
"Warren County","51187",2022,15093
"Warrick County","18173",2020,0
"Warrick County","18173",2021,37996
"Warrick County","18173",2022,41134
"Wasatch County","49051",2020,0
"Wasatch County","49051",2021,19357
"Wasatch County","49051",2022,21363
"Wasco County","41065",2020,0
"Wasco County","41065",2021,16780
"Wasco County","41065",2022,18210
"Waseca County","27161",2020,0
"Waseca County","27161",2021,10209
"Waseca County","27161",2022,10909
"Washakie County","56043",2020,0
"Washakie County","56043",2021,3168
"Washakie County","56043",2022,3521
"Washburn County","55129",2020,0
"Washburn County","55129",2021,9639
"Washburn County","55129",2022,10299
"Washington County","01129",2020,0
"Washington County","01129",2021,7201
"Washington County","01129",2022,7688
"Washington County","05143",2020,0
"Washington County","05143",2021,126215
"Washington County","05143",2022,143940
"Washington County","08121",2020,0
"Washington County","08121",2021,1454
"Washington County","08121",2022,1586
"Washington County","12133",2020,0
"Washington County","12133",2021,7987
"Washington County","12133",2022,8491
"Washington County","13303",2020,0
"Washington County","13303",2021,3618
"Washington County","13303",2022,9214
"Washington County","16087",2020,0
"Washington County","16087",2021,3780
"Washington County","16087",2022,4199
"Washington County","17189",2020,0
"Washington County","17189",2021,7678
"Washington County","17189",2022,8291
"Washington County","18175",2020,0
"Washington County","18175",2021,10843
"Washington County","18175",2022,11714
"Washington County","19183",2020,0
"Washington County","19183",2021,12047
"Washington County","19183",2022,12864
"Washington County","20201",2020,0
"Washington County","20201",2021,2779
"Washington County","20201",2022,3009
"Washington County","21229",2020,0
"Washington County","21229",2021,5913
"Washington County","21229",2022,6380
"Washington County","23029",2020,0
"Washington County","23029",2021,21752
"Washington County","23029",2022,23741
"Washington County","24043",2020,0
"Washington County","24043",2021,84883
"Washington County","24043",2022,93495
"Washington County","27163",2020,0
"Washington County","27163",2021,176086
"Washington County","27163",2022,192982
"Washington County","28151",2020,0
"Washington County","28151",2021,20864
"Washington County","28151",2022,23080
"Washington County","29221",2020,0
"Washington County","29221",2021,7458
"Washington County","29221",2022,8169
"Washington County","31177",2020,0
"Washington County","31177",2021,11163
"Washington County","31177",2022,12035
"Washington County","36115",2020,0
"Washington County","36115",2021,39022
"Washington County","36115",2022,42328
"Washington County","37187",2020,0
"Washington County","37187",2021,5492
"Washington County","37187",2022,6170
"Washington County","39167",2020,0
"Washington County","39167",2021,32077
"Washington County","39167",2022,34475
"Washington County","40147",2020,0
"Washington County","40147",2021,21433
"Washington County","40147",2022,23969
"Washington County","41067",2020,0
"Washington County","41067",2021,438620
"Washington County","41067",2022,476833
"Washington County","42125",2020,0
"Washington County","42125",2021,126032
"Washington County","42125",2022,139402
"Washington County","44009",2020,0
"Washington County","44009",2021,94911
"Washington County","44009",2022,104275
"Washington County","47179",2020,48
"Washington County","47179",2021,74220
"Washington County","47179",2022,79916
"Washington County","48477",2020,0
"Washington County","48477",2021,17442
"Washington County","48477",2022,18350
"Washington County","49053",2020,0
"Washington County","49053",2021,86746
"Washington County","49053",2022,95642
"Washington County","50023",2020,0
"Washington County","50023",2021,26652
"Washington County","50023",2022,28957
"Washington County","51191",2020,0
"Washington County","51191",2021,29786
"Washington County","51191",2022,31862
"Washington County","55131",2020,0
"Washington County","55131",2021,75175
"Washington County","55131",2022,80852
"Washington Parish","22117",2020,0
"Washington Parish","22117",2021,18428
"Washington Parish","22117",2022,19890
"Washita County","40149",2020,0
"Washita County","40149",2021,4104
"Washita County","40149",2022,4426
"Washoe County","32031",2020,0
"Washoe County","32031",2021,289837
"Washoe County","32031",2022,316909
"Washtenaw County","26161",2020,0
"Washtenaw County","26161",2021,252019
"Washtenaw County","26161",2022,270616
"Watauga County","37189",2020,0
"Watauga County","37189",2021,29873
"Watauga County","37189",2022,33245
"Watonwan County","27165",2020,0
"Watonwan County","27165",2021,6077
"Watonwan County","27165",2022,6529
"Waukesha County","55133",2020,0
"Waukesha County","55133",2021,271154
"Waukesha County","55133",2022,292899
"Waupaca County","55135",2020,0
"Waupaca County","55135",2021,26561
"Waupaca County","55135",2022,28519
"Waushara County","55137",2020,0
"Waushara County","55137",2021,10505
"Waushara County","55137",2022,11318
"Wayne County","13305",2020,0
"Wayne County","13305",2021,9888
"Wayne County","13305",2022,12945
"Wayne County","17191",2020,0
"Wayne County","17191",2021,6149
"Wayne County","17191",2022,6514
"Wayne County","18177",2020,0
"Wayne County","18177",2021,31006
"Wayne County","18177",2022,34470
"Wayne County","19185",2020,0
"Wayne County","19185",2021,2610
"Wayne County","19185",2022,2775
"Wayne County","21231",2020,0
"Wayne County","21231",2021,8087
"Wayne County","21231",2022,8885
"Wayne County","26163",2020,0
"Wayne County","26163",2021,892919
"Wayne County","26163",2022,970870
"Wayne County","28153",2020,0
"Wayne County","28153",2021,7485
"Wayne County","28153",2022,8114
"Wayne County","29223",2020,0
"Wayne County","29223",2021,4477
"Wayne County","29223",2022,4812
"Wayne County","31179",2020,0
"Wayne County","31179",2021,3743
"Wayne County","31179",2022,4015
"Wayne County","36117",2020,0
"Wayne County","36117",2021,53968
"Wayne County","36117",2022,57919
"Wayne County","37191",2020,0
"Wayne County","37191",2021,60107
"Wayne County","37191",2022,64370
"Wayne County","39169",2020,0
"Wayne County","39169",2021,50497
"Wayne County","39169",2022,54265
"Wayne County","42127",2020,0
"Wayne County","42127",2021,29927
"Wayne County","42127",2022,33505
"Wayne County","47181",2020,0
"Wayne County","47181",2021,6600
"Wayne County","47181",2022,6973
"Wayne County","49055",2020,0
"Wayne County","49055",2021,1436
"Wayne County","49055",2022,1526
"Wayne County","54099",2020,0
"Wayne County","54099",2021,20383
"Wayne County","54099",2022,22176
"Waynesboro city","51820",2020,0
"Waynesboro city","51820",2021,9667
"Waynesboro city","51820",2022,9845
"Weakley County","47183",2020,0
"Weakley County","47183",2021,12170
"Weakley County","47183",2022,13141
"Webb County","48479",2020,0
"Webb County","48479",2021,223963
"Webb County","48479",2022,309348
"Weber County","49057",2020,0
"Weber County","49057",2021,146419
"Weber County","49057",2022,164183
"Webster County","13307",2020,0
"Webster County","13307",2021,569
"Webster County","13307",2022,1168
"Webster County","19187",2020,0
"Webster County","19187",2021,19812
"Webster County","19187",2022,21230
"Webster County","21233",2020,0
"Webster County","21233",2021,5746
"Webster County","21233",2022,6155
"Webster County","28155",2020,0
"Webster County","28155",2021,4497
"Webster County","28155",2022,4772
"Webster County","29225",2020,0
"Webster County","29225",2021,16210
"Webster County","29225",2022,17226
"Webster County","31181",2020,0
"Webster County","31181",2021,1286
"Webster County","31181",2022,1384
"Webster County","54101",2020,0
"Webster County","54101",2021,3738
"Webster County","54101",2022,3967
"Webster Parish","22119",2020,0
